Bowl,Date,Team,Money Line,Adjusted Probability,Multiplier,Bettor,Points Wagered,Potential Points,Expected Points,Actual Points,Played,Playoff,Natty,Winner,Correct Pick
Peach,12/31/22,Georgia,-245,0.69,1.45,Marvin the Martian,8,11.58,8,11.58,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Marvin the Martian,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Rose,1/2/23,Utah,-135,0.57,1.76,Marvin the Martian,1,1.76,1,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Marvin the Martian,5,13.96,5,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Marvin the Martian,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Natty,1/9/23,TCU,1800,0.05,20.62,Marvin the Martian,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Marvin the Martian,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Marvin the Martian,3,13.02,3,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Marvin the Martian,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Alamo,12/29/22,Washington,200,0.33,3,Toro the Bull,8,24,8,24,TRUE,FALSE,FALSE,Washington,1
Alamo,12/29/22,Texas,-200,0.67,1.5,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Toro the Bull,4,5.47,4,5.47,TRUE,FALSE,FALSE,LSU,1
Cotton,1/2/23,Tulane,114,0.45,2.21,Toro the Bull,7,15.47,7,15.47,TRUE,FALSE,FALSE,Tulane,1
Cotton,1/2/23,USC,-130,0.55,1.83,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Toro the Bull,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Toro the Bull,9,12.21,9,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Toro the Bull,1,1.6,1,1.6,TRUE,FALSE,FALSE,Notre Dame,1
Orange,12/30/22,Tennessee,215,0.31,3.18,Toro the Bull,2,6.36,2,6.36,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Toro the Bull,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Toro the Bull,10,14.47,10,14.47,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Rose,1/2/23,Utah,-135,0.57,1.76,Toro the Bull,3,5.29,3,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Toro the Bull,5,13.96,5,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Toro the Bull,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Natty,1/9/23,TCU,1800,0.05,20.62,Toro the Bull,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Toro the Bull,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Toro the Bull,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Toro the Bull,6,11.52,6,11.52,TRUE,TRUE,TRUE,Georgia,1
Alamo,12/29/22,Washington,200,0.33,3,Granny,6,18,6,18,TRUE,FALSE,FALSE,Washington,1
Alamo,12/29/22,Texas,-200,0.67,1.5,Granny,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Granny,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Granny,10,13.67,10,13.67,TRUE,FALSE,FALSE,LSU,1
Cotton,1/2/23,Tulane,114,0.45,2.21,Granny,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Cotton,1/2/23,USC,-130,0.55,1.83,Granny,3,5.48,3,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Granny,4,15.2,4,15.2,TRUE,TRUE,FALSE,TCU,1
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Granny,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Granny,1,2.65,1,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Granny,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Granny,5,15.9,5,15.9,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Granny,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Granny,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Granny,8,11.58,8,11.58,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Granny,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Rose,1/2/23,Utah,-135,0.57,1.76,Granny,2,3.53,2,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Granny,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Granny,9,14.02,9,14.02,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Granny,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Granny,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Granny,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Granny,7,13.44,7,13.44,TRUE,TRUE,TRUE,Georgia,1
Alamo,12/29/22,Washington,200,0.33,3,Road Runner,10,30,10,30,TRUE,FALSE,FALSE,Washington,1
Alamo,12/29/22,Texas,-200,0.67,1.5,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Road Runner,6,8.2,6,8.2,TRUE,FALSE,FALSE,LSU,1
Cotton,1/2/23,Tulane,114,0.45,2.21,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Cotton,1/2/23,USC,-130,0.55,1.83,Road Runner,1,1.83,1,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Road Runner,3,11.4,3,11.4,TRUE,TRUE,FALSE,TCU,1
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Road Runner,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Road Runner,8,21.23,8,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Road Runner,7,22.27,7,22.27,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Road Runner,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Road Runner,5,7.24,5,7.24,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Road Runner,4,9.24,4,9.24,TRUE,FALSE,FALSE,Penn State,1
Rose,1/2/23,Utah,-135,0.57,1.76,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Road Runner,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Road Runner,9,14.02,9,14.02,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Road Runner,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Road Runner,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Road Runner,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Road Runner,2,3.84,2,3.84,TRUE,TRUE,TRUE,Georgia,1
Alamo,12/29/22,Washington,200,0.33,3,Henery Hawk,2,6,2,6,TRUE,FALSE,FALSE,Washington,1
Alamo,12/29/22,Texas,-200,0.67,1.5,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Henery Hawk,5,18.63,5,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Cotton,1/2/23,Tulane,114,0.45,2.21,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Cotton,1/2/23,USC,-130,0.55,1.83,Henery Hawk,9,16.44,9,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Henery Hawk,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Henery Hawk,8,10.86,8,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Henery Hawk,1,2.65,1,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Henery Hawk,7,22.27,7,22.27,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Henery Hawk,3,9.71,3,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Henery Hawk,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Rose,1/2/23,Penn State,128,0.43,2.31,Henery Hawk,4,9.24,4,9.24,TRUE,FALSE,FALSE,Penn State,1
Rose,1/2/23,Utah,-135,0.57,1.76,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Henery Hawk,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Henery Hawk,6,9.35,6,9.35,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Henery Hawk,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Henery Hawk,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Henery Hawk,10,43.41,10,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Henery Hawk,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Alamo,12/29/22,Washington,200,0.33,3,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Alamo,12/29/22,Texas,-200,0.67,1.5,Hector the Bulldog,2,3,2,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Hector the Bulldog,5,18.63,5,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Cotton,1/2/23,Tulane,114,0.45,2.21,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Cotton,1/2/23,USC,-130,0.55,1.83,Hector the Bulldog,7,12.79,7,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Hector the Bulldog,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Hector the Bulldog,4,5.43,4,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Hector the Bulldog,6,15.92,6,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Hector the Bulldog,9,28.63,9,28.63,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Hector the Bulldog,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Hector the Bulldog,10,14.47,10,14.47,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Hector the Bulldog,3,6.93,3,6.93,TRUE,FALSE,FALSE,Penn State,1
Rose,1/2/23,Utah,-135,0.57,1.76,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Hector the Bulldog,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Hector the Bulldog,1,1.56,1,1.56,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Hector the Bulldog,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Hector the Bulldog,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Hector the Bulldog,8,34.73,8,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Hector the Bulldog,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Alamo,12/29/22,Washington,200,0.33,3,Mugsy,8,24,8,24,TRUE,FALSE,FALSE,Washington,1
Alamo,12/29/22,Texas,-200,0.67,1.5,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Mugsy,6,22.36,6,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Cotton,1/2/23,Tulane,114,0.45,2.21,Mugsy,3,6.63,3,6.63,TRUE,FALSE,FALSE,Tulane,1
Cotton,1/2/23,USC,-130,0.55,1.83,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Mugsy,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Mugsy,1,1.36,1,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Mugsy,4,10.62,4,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Mugsy,5,15.9,5,15.9,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Mugsy,2,6.47,2,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Mugsy,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Rose,1/2/23,Penn State,128,0.43,2.31,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Rose,1/2/23,Utah,-135,0.57,1.76,Mugsy,9,15.87,9,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Mugsy,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Mugsy,10,15.58,10,15.58,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Mugsy,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Mugsy,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Mugsy,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Mugsy,7,13.44,7,13.44,TRUE,TRUE,TRUE,Georgia,1
Alamo,12/29/22,Washington,200,0.33,3,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Alamo,12/29/22,Texas,-200,0.67,1.5,Bosko,3,4.5,3,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Bosko,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Bosko,1,1.37,1,1.37,TRUE,FALSE,FALSE,LSU,1
Cotton,1/2/23,Tulane,114,0.45,2.21,Bosko,6,13.26,6,13.26,TRUE,FALSE,FALSE,Tulane,1
Cotton,1/2/23,USC,-130,0.55,1.83,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Bosko,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Bosko,7,9.5,7,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Bosko,5,13.27,5,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Orange,12/30/22,Tennessee,215,0.31,3.18,Bosko,10,31.81,10,31.81,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Bosko,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Bosko,2,2.89,2,2.89,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Bosko,8,18.48,8,18.48,TRUE,FALSE,FALSE,Penn State,1
Rose,1/2/23,Utah,-135,0.57,1.76,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Bosko,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Bosko,4,6.23,4,6.23,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Bosko,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Bosko,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Bosko,9,39.07,9,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Bosko,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Alamo,12/29/22,Washington,200,0.33,3,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Washington,0
Alamo,12/29/22,Texas,-200,0.67,1.5,Cecil Turtle,6,9,6,0,TRUE,FALSE,FALSE,Washington,0
Citrus,1/2/23,Purdue,260,0.27,3.73,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,LSU,0
Citrus,1/2/23,LSU,-312,0.73,1.37,Cecil Turtle,10,13.67,10,13.67,TRUE,FALSE,FALSE,LSU,1
Cotton,1/2/23,Tulane,114,0.45,2.21,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Tulane,0
Cotton,1/2/23,USC,-130,0.55,1.83,Cecil Turtle,2,3.65,2,0,TRUE,FALSE,FALSE,Tulane,0
Fiesta,12/31/22,TCU,275,0.26,3.8,Cecil Turtle,0,0,0,0,TRUE,TRUE,FALSE,TCU,0
Fiesta,12/31/22,Michigan,-295,0.74,1.36,Cecil Turtle,9,12.21,9,0,TRUE,TRUE,FALSE,TCU,0
Gator,12/30/22,South Carolina,165,0.38,2.65,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Notre Dame,0
Gator,12/30/22,Notre Dame,-166,0.62,1.6,Cecil Turtle,3,4.81,3,4.81,TRUE,FALSE,FALSE,Notre Dame,1
Orange,12/30/22,Tennessee,215,0.31,3.18,Cecil Turtle,7,22.27,7,22.27,TRUE,FALSE,FALSE,Tennessee,1
Orange,12/30/22,Clemson,-225,0.69,1.46,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Tennessee,0
Peach,12/31/22,Ohio State,215,0.31,3.24,Cecil Turtle,0,0,0,0,TRUE,TRUE,FALSE,Georgia,0
Peach,12/31/22,Georgia,-245,0.69,1.45,Cecil Turtle,8,11.58,8,11.58,TRUE,TRUE,FALSE,Georgia,1
Rose,1/2/23,Penn State,128,0.43,2.31,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Penn State,0
Rose,1/2/23,Utah,-135,0.57,1.76,Cecil Turtle,1,1.76,1,0,TRUE,FALSE,FALSE,Penn State,0
Sugar,12/31/22,Kansas State,180,0.36,2.79,Cecil Turtle,0,0,0,0,TRUE,FALSE,FALSE,Alabama,0
Sugar,12/31/22,Alabama,-178,0.64,1.56,Cecil Turtle,4,6.23,4,6.23,TRUE,FALSE,FALSE,Alabama,1
Natty,1/9/23,TCU,1800,0.05,20.62,Cecil Turtle,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Ohio State,360,0.2,4.99,Cecil Turtle,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Michigan,300,0.23,4.34,Cecil Turtle,5,21.7,5,0,TRUE,TRUE,TRUE,Georgia,0
Natty,1/9/23,Georgia,-130,0.52,1.92,Cecil Turtle,0,0,0,0,TRUE,TRUE,TRUE,Georgia,0
